,pipeline,aggregation,batchLen,memory,timePerBatch,costPerBatch,BatcherCost,CollectorCost,noOfBatch,timeTotal,AllBatchCost,costTotal
70,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,1024,937.7446455555556,0.015754166400000002,0.0001425648,0.0027502272,2.0,1875.4892911111112,0.031508332800000004,0.0344011248
71,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,2048,460.5046377777778,0.0154730352,0.0002996448,0.0026950224,2.0,921.0092755555556,0.0309460704,0.0339407376
72,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,4096,257.2478183333333,0.0172872672,0.0005345088,0.0029803872,2.0,514.4956366666667,0.0345745344,0.0380894304
73,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,8192,195.3350811111111,0.026253427200000002,0.0012815040000000001,0.004628467200000001,2.0,390.6701622222222,0.052506854400000004,0.05841682560000001
74,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,least_cost,460.5046377777778,0.0154730352,0.0001425648,0.0026950224,2.0,921.0092755555556,0.0309460704,0.0337836576
75,step-agg-c-s-m-b-r-w-300Sec-batch,c-s-m-b-r-w,300,least_time,195.3350811111111,0.026253427200000002,,,2.0,390.6701622222222,0.052506854400000004,
76,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,1024,933.5364611111111,0.0156834384,0.0001425648,0.0027502272,2.0,1867.0729222222221,0.0313668768,0.034259668800000004
77,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,2048,457.65543,0.015377275200000002,0.0002996448,0.0026950224,2.0,915.31086,0.030754550400000004,0.033749217600000006
78,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,4096,253.72840666666667,0.017050656,0.0005345088,0.0029803872,2.0,507.45681333333334,0.034101312,0.037616208
79,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,8192,192.59148999999996,0.0258844992,0.0012815040000000001,0.004628467200000001,2.0,385.18297999999993,0.0517689984,0.057678969600000005
80,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,least_cost,457.65543,0.015377275200000002,0.0001425648,0.0026950224,2.0,915.31086,0.030754550400000004,0.0335921376
81,step-agg-c-s-mbrw-300Sec-batch,c-s-mbrw,300,least_time,192.59148999999996,0.0258844992,,,2.0,385.18297999999993,0.0517689984,
82,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,1024,932.6621700000001,0.015668772,0.0001425648,0.0027502272,2.0,1865.3243400000001,0.031337544,0.034230336
83,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,2048,458.35485166666666,0.015400795200000001,0.0002996448,0.0026950224,2.0,916.7097033333333,0.030801590400000002,0.033796257600000004
84,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,4096,255.1847538888889,0.017148566400000002,0.0005345088,0.0029803872,2.0,510.3695077777778,0.034297132800000005,0.03781202880000001
85,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,8192,192.34078277777775,0.025850899200000006,0.0012815040000000001,0.004628467200000001,2.0,384.6815655555555,0.05170179840000001,0.057611769600000015
86,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,least_cost,458.35485166666666,0.015400795200000001,0.0001425648,0.0026950224,2.0,916.7097033333333,0.030801590400000002,0.0336391776
87,step-agg-c-s-mb-rw-300Sec-batch,c-s-mb-rw,300,least_time,192.34078277777775,0.025850899200000006,,,2.0,384.6815655555555,0.05170179840000001,
88,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,1024,779.5041783333334,0.013095684,0.0001425648,0.0027502272,2.0,1559.0083566666667,0.026191368,0.02908416
89,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,2048,382.17528444444446,0.012841113600000002,0.0002996448,0.0026950224,2.0,764.3505688888889,0.025682227200000005,0.028676894400000003
90,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,4096,217.68069388888887,0.014628230400000001,0.0005345088,0.0029803872,2.0,435.36138777777774,0.029256460800000002,0.0327713568
91,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,8192,169.02717499999997,0.0227174976,0.0012815040000000001,0.004628467200000001,2.0,338.05434999999994,0.0454349952,0.051344966400000004
92,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,least_cost,382.17528444444446,0.012841113600000002,0.0001425648,0.0026950224,2.0,764.3505688888889,0.025682227200000005,0.028519814400000006
93,step-agg-c-smbrw-300Sec-batch,c-smbrw,300,least_time,169.02717499999997,0.0227174976,,,2.0,338.05434999999994,0.0454349952,
